Sr. No.,Sr. No. Hard Copy,Directive No.,Year ID,Fiscal Year,Region ID,Region,Con ID,Constituency Name,Members Type,MP ID,MP Name,Full Name of Party,Party,Amount (Million PKR),Fund Status,Programme,Sector,Project District,Project Area
753,NA,NA,8,2009-10,5,Sindh,317,NA-317,Reserved - Women,174,Fauzia Ejaz Khan,Muttahidda Qaumi Movement,MQM,9.9,Consumed,Peoples Works Programme,Missing,,
754,NA,NA,8,2009-10,5,Sindh,318,NA-318,Reserved - Women,239,Imrana Saeed Jamil,Muttahidda Qaumi Movement,MQM,20,Consumed,Peoples Works Programme,Missing,,
755,NA,NA,8,2009-10,5,Sindh,319,NA-319,Reserved - Women,690,Shagufta Sadiq,Muttahidda Qaumi Movement,MQM,20,Consumed,Peoples Works Programme,Missing,,
756,NA,NA,8,2009-10,5,Sindh,321,NA-321,Reserved - Women,597,Reena Kumari,Pakistan Muslim League (F),PML-F,19.641,Consumed,Peoples Works Programme,Missing,,
757,NA,NA,8,2009-10,5,Sindh,334,NA-334,Reserved - Minority,578,Ramesh Lal,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,Peoples Works Programme,Missing,,
758,NA,NA,8,2009-10,5,Sindh,335,NA-335,Reserved - Minority,299,Lal Chand,Pakistan Peoples Party Parliamentarians,PPPP,13.46,Consumed,Peoples Works Programme,Missing,,
759,NA,NA,8,2009-10,5,Sindh,336,NA-336,Reserved - Minority,310,Mahesh Kumar Malani,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,Peoples Works Programme,Missing,,
760,NA,NA,8,2009-10,5,Sindh,337,NA-337,Reserved - Minority,142,Darshan Punshi,Pakistan Muslim League (N),PML-N,20.637,Consumed,Peoples Works Programme,Missing,,
761,NA,NA,8,2009-10,5,Sindh,341,NA-341,Reserved - Minority,293,Kishan Chand Parwani,Pakistan Muslim League,PML,11.95,Consumed,Peoples Works Programme,Missing,,
762,NA,NA,8,2009-10,5,Sindh,342,NA-342,Reserved - Minority,346,Manwar Lal,Muttahidda Qaumi Movement,MQM,19.6,Consumed,Peoples Works Programme,Missing,,
763,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,6,Abdul Ghaffar Qureshi,Pakistan Muslim League,PML,20,Consumed,Peoples Works Programme,Missing,,
764,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,40,Ahmad Ali,Muttahidda Qaumi Movement,MQM,19.817,Consumed,Peoples Works Programme,Missing,,
765,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,51,Almas Parveen Baloch,Pakistan Peoples Party Parliamentarians,PPPP,22.5,Consumed,Peoples Works Programme,Missing,,
766,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,86,Babar Khan Ghauri,Muttahidda Qaumi Movement,MQM,20,Consumed,Peoples Works Programme,Missing,,
767,NA,NA,8,2009-10,5,SIndh,NA,NA,Senators,140,Col (R) S Tahir Hussain Mashhadi,Muttahidda Qaumi Movement,MQM,14.492,Consumed,Peoples Works Programme,Missing,,
768,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,193,Gul Muhammad Lot,Pakistan Peoples Party Parliamentarians,PPPP,22.5,Consumed,Peoples Works Programme,Missing,,
769,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,248,Islamuddin Shaikh,Pakistan Peoples Party Parliamentarians,PPPP,20.15,Consumed,Peoples Works Programme,Missing,,
770,NA,NA,8,2009-10,5,SIndh,NA,NA,Senators,260,Justice (R) Abdul Razzak Thahim,Pakistan Muslim League (F),PML-F,20,Consumed,Peoples Works Programme,Missing,,
771,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,275,Khalid Mahmood Soomro,Jamiat Ulama-e-Islam (F),JUI,20,Consumed,Peoples Works Programme,Missing,,
772,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,281,Khatu Mal Jeewan,Jamhoori Wattan Party,JWP,21.68,Consumed,Peoples Works Programme,Missing,,
773,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,392,Mian Raza Rabbani,Pakistan Peoples Party Parliamentarians,PPPP,8.02,Consumed,Peoples Works Programme,Missing,,
774,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,418,Moula Bux Chandio,Pakistan Peoples Party Parliamentarians,PPPP,21.814,Consumed,Peoples Works Programme,Missing,,
775,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,422,Muhammad Abbas Kumaili,Pakistan Muslim League,PML,8.697,Consumed,Peoples Works Programme,Missing,,
776,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,592,Ratna Bhagwandas Chawla,Pakistan Peoples Party Parliamentarians,PPPP,19.419,Consumed,Peoples Works Programme,Missing,,
777,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,600,Rehman Malik,Pakistan Peoples Party Parliamentarians,PPPP,22.5,Consumed,Peoples Works Programme,Missing,,
778,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,628,Safdar Ali Abbasi,Pakistan Peoples Party Parliamentarians,PPPP,10.387,Consumed,Peoples Works Programme,Missing,,
779,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,642,Sameen Yusuf Siddiqui,Pakistan Muslim League,PML,25.453,Consumed,Peoples Works Programme,Missing,,
780,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,723,Shirala Mallick,Muttahidda Qaumi Movement,MQM,17,Consumed,Peoples Works Programme,Missing,,
781,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,747,Syed Faisal Raza Abidi,Pakistan Peoples Party Parliamentarians,PPPP,22.5,Consumed,Peoples Works Programme,Missing,,
782,NA,NA,8,2009-10,5,Sindh,NA,NA,Senators,775,Syed Zafar Ali Shah,Pakistan Peoples Party Parliamentarians,PPPP,20.91,Consumed,Peoples Works Programme,Missing,,
783,NA,NA,8,2009-10,6,Balochistan,260,NA-260 Quetta-cum-Chagai-cum-Nushki-cum-Mastung,Elected,647,Sardar Al-Haj Muhammad Umar Gorgeij,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,Peoples Works Programme,Missing,,
784,NA,NA,8,2009-10,6,Balochistan,261,NA-261 Pishin-cum-Ziarat,Elected,358,Maulana Agha Muhammad,Muttahidda Majlis-e-Amal Pakistan,MMA,16.77,Consumed,Peoples Works Programme,Missing,,
785,NA,NA,8,2009-10,6,Balochistan,262,NA-262 Killa Abdullah,Elected,215,Haji Rozuddin,Muttahidda Majlis-e-Amal Pakistan,MMA,19.985,Consumed,Peoples Works Programme,Missing,,
786,NA,NA,8,2009-10,6,Balochistan,263,NA-263 Loralai-cum-Musakhel-cum-Barkhan,Elected,663,Sardar Muhammad Israr Tareen,Pakistan Muslim League,PML,19.88,Consumed,Peoples Works Programme,Missing,,
787,NA,NA,8,2009-10,6,Balochistan,264,NA-264 Zhob-cum-Sherani-cum-Killa Saifullah,Elected,383,Maulvi Asmatullah,Independent,IND,16.356,Consumed,Peoples Works Programme,Missing,,
788,NA,NA,8,2009-10,6,Balochistan,265,NA-265 Sibi-cum-Kohlu-cum-Dera Bugti-cum-Hernai,Elected,395,Mir Ahmedan Khan Bugti,Pakistan Muslim League,PML,20,Consumed,Peoples Works Programme,Missing,,
789,NA,NA,8,2009-10,6,Balochistan,266,NA-266 Nasirabad-cum-Jaffarabad,Elected,396,Mir Changez Khan Jamali,Pakistan Peoples Party Parliamentarians,PPPP,19.5,Consumed,Peoples Works Programme,Missing,,
790,NA,NA,8,2009-10,6,Balochistan,267,NA-267 Kachhi-cum-Jhal Magsi,Elected,402,Mir Humayun Aziz Kurd,Pakistan Peoples Party Parliamentarians,PPPP,20.709,Consumed,Peoples Works Programme,Missing,,
791,NA,NA,8,2009-10,6,Balochistan,268,NA-268 Kalat-cum-Mastung,Elected,76,Ayatullah Durrani,Pakistan Peoples Party Parliamentarians,PPPP,19.1,Consumed,Peoples Works Programme,Missing,,
792,NA,NA,8,2009-10,6,Balochistan,269,NA-269 Khuzdar,Elected,478,Muhammad Usman Advocate,Independent,IND,20,Consumed,Peoples Works Programme,Missing,,
793,NA,NA,8,2009-10,6,Balochistan,270,NA-270 Awaran-cum-Lasbela,Elected,252,Jam Mir Muhammad Yousaf,Pakistan Muslim League,PML,5.67,Consumed,Peoples Works Programme,Missing,,
794,NA,NA,8,2009-10,6,Balochistan,271,NA-271 Kharan-cum-Washuk-cum-Panjgur,Elected,307,Lt. General (R) Abdul Qadir Baloch,Pakistan Muslim League (N),PML-N,19.933,Consumed,Peoples Works Programme,Missing,,
795,NA,NA,8,2009-10,6,Balochistan,272,NA-272 Kech-cum-Gwadar,Elected,412,Mir Yaqoob Bizanjo,Balochistan National Party (Awami),BNP-A,20,Consumed,Peoples Works Programme,Missing,,
796,NA,NA,8,2009-10,6,Balochistan,330,NA-330,Reserved - Women,813,Zubaida Jalal,Pakistan Muslim League,PML,9.65,Consumed,Peoples Works Programme,Missing,,
797,NA,NA,8,2009-10,6,Balochistan,331,NA-331,Reserved - Women,812,Zil-e-Huma,Pakistan Peoples Party Parliamentarians,PPPP,20,Consumed,Peoples Works Programme,Missing,,
798,NA,NA,8,2009-10,6,Balochistan,332,NA-332,Reserved - Women,71,Asiya Nasir,Muttahidda Majlis-e-Amal Pakistan,MMA,19.7,Consumed,Peoples Works Programme,Missing,,
799,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,15,Abdul Malik Baloch,National Party,NP,19.497,Consumed,Peoples Works Programme,Missing,,
800,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,26,Abdur Rahim Khan Mandokhel,Pukhtoonkhwa Milli Awami Party,PKMAP,3.5,Consumed,Peoples Works Programme,Missing,,
801,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,263,Kalsoom Perveen,Balochistan National Party (Awami),BNP-A,20,Consumed,Peoples Works Programme,Missing,,
802,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,354,Maulana Abdul Ghafoor Haideri,Jamiat Ulama-e-Islam (F),JUI,14.92,Consumed,Peoples Works Programme,Missing,,
803,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,370,Maulana Muhammad Khan Sherani,Muttahidda Majlis-e-Amal Pakistan,MMA,21.271,Consumed,Peoples Works Programme,Missing,,
804,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,400,Mir Hasil Khan Bizenjo,National Party,NP,13.91,Consumed,Peoples Works Programme,Missing,,
805,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,403,Mir Israrullah Khan Zehri,Balochistan National Party (Awami),BNP-A,17.804,Consumed,Peoples Works Programme,Missing,,
806,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,404,Mir Jan Muhammad Khan Jamali,Pakistan Muslim League,PML,19.693,Consumed,Peoples Works Programme,Missing,,
807,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,405,Mir Mohabat Khan Marri,Pakistan Muslim League,PML,20,Consumed,Peoples Works Programme,Missing,,
808,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,406,Mir Muhammad Ali Rind,Balochistan National Party (Awami),BNP-A,22.5,Consumed,Peoples Works Programme,Missing,,
809,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,407,Mir Muhammad Naseer Mengal,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
810,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,450,Muhammad Ismail Buledi,Jamiat Ulama-e-Islam (F),JUI,16.077,Consumed,Peoples Works Programme,Missing,,
811,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,519,Nawabzada Muhammad Akbar Khan Magsi,Independent,IND,22.5,Consumed,Peoples Works Programme,Missing,,
812,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,599,Rehana Yahya Baloch,Pakistan Muslim League,PML,18.5,Consumed,Peoples Works Programme,Missing,,
813,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,619,Sabina Rauf,Jamiat Ulama-e-Islam (F),JUI,21.912,Consumed,Peoples Works Programme,Missing,,
814,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,620,Sabir Ali Baloch,Pakistan Peoples Party Parliamentarians,PPPP,22.498,Consumed,Peoples Works Programme,Missing,,
815,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,623,Saeed Ahmad Hashmi,Pakistan Muslim League,PML,20,Consumed,Peoples Works Programme,Missing,,
816,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,696,Shahid Hassan Bugti,Jamhoori Wattan Party,JWP,19.979,Consumed,Peoples Works Programme,Missing,,
817,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,732,Suriya Amiruddin,Pakistan Peoples Party Parliamentarians,PPPP,17.012,Consumed,Peoples Works Programme,Missing,,
818,NA,NA,8,2009-10,6,Balochistan,NA,NA,Senators,799,Wali Muhammad Badini,Pakistan Peoples Party Parliamentarians,PPPP,18.631,Consumed,Peoples Works Programme,Missing,,
819,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,1,NA-1 Peshawar-I,Elected,202,Haji Ghulam Ahmed Bilour,Awami National Party,ANP,8.5,Consumed,Peoples Works Programme,Missing,,
820,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,2,NA-2 Peshawar-II,Elected,64,Arbab Alamgir Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
821,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,3,NA-3 Peshawar-III,Elected,533,Noor Alam Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
822,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,5,NA-5 Nowshera-I,Elected,152,Engineer Muhammad Tariq Khattak,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
823,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,6,NA-6 Nowshera-II,Elected,351,Masood Abbas,Awami National Party,ANP,3.309,Consumed,Peoples Works Programme,Missing,,
824,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,7,NA-7 Charsadda-I,Elected,69,Asfandyar Wali Khan,Awami National Party,ANP,9.924,Consumed,Peoples Works Programme,Missing,,
825,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,10,NA-10 Mardan-II,Elected,372,Maulana Muhammad Qasim,Muttahidda Majlis-e-Amal Pakistan,MMA,10,Consumed,Peoples Works Programme,Missing,,
826,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,11,NA-11 Mardan-III,Elected,206,Haji Khanzada Khan,Pakistan Peoples Party Parliamentarians,PPPP,9.5,Consumed,Peoples Works Programme,Missing,,
827,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,12,NA-12 Swabi-I,Elected,798,Usman Khan Tarakai,Awami Jamhuri Ittehad Pakistan,AJIP,10,Consumed,Peoples Works Programme,Missing,,
828,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,15,NA-15 Karak,Elected,420,Mufti Ajmal Khan,Muttahidda Majlis-e-Amal Pakistan,MMA,10,Consumed,Peoples Works Programme,Missing,,
829,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,16,NA-16 Hangu,Elected,548,Pir Haider Ali Shah,Awami National Party,ANP,0.5,Consumed,Peoples Works Programme,Missing,,
830,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,17,NA-17 Abbottabad-I,Elected,660,Sardar Mehtab Ahmad Khan,Pakistan Muslim League (N),PML-N,10,Consumed,Peoples Works Programme,Missing,,
831,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,18,NA-18 Abbottabad-II,Elected,487,Murtaza Javed Abbasi,Pakistan Muslim League (N),PML-N,6.066,Consumed,Peoples Works Programme,Missing,,
832,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,19,NA-19 Haripur,Elected,667,Sardar Muhammad Mushtaq Khan,Pakistan Muslim League (N),PML-N,9.999,Consumed,Peoples Works Programme,Missing,,
833,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,21,NA-21 Mansehra-cum-Torghar (Old Mansehra-II),Elected,298,Laiq Muhammad Khan,Muttahidda Majlis-e-Amal Pakistan,MMA,10,Consumed,Peoples Works Programme,Missing,,
834,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,22,NA-22 Battagram,Elected,461,Muhammad Nawaz Allai,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
835,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,24,NA-24 D.I.Khan,Elected,154,Faisal Karim Khan Kundi,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
836,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,27,NA-27 Lakki Marwat,Elected,221,Hamayun Saifullah Khan,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
837,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,28,NA-28 Buner,Elected,250,Istiqbal Khan,Awami National Party,ANP,10,Consumed,Peoples Works Programme,Missing,,
838,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,29,NA-29 Swat-I,Elected,492,Muzaffarul Mulk Khan,Awami National Party,ANP,10,Consumed,Peoples Works Programme,Missing,,
839,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,30,NA-30 Swat-II,Elected,739,Syed Allauddin,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
840,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,31,NA-31 Shangla,Elected,56,Amir Muqam,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
841,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,32,NA-32 Chitral,Elected,704,Shahzada Mohiuddin,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
842,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,33,NA-33 Upper Dir-cum-Lower Dir (Old Upper Dir),Elected,501,Najamuddin Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
843,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,35,NA-35 Malakand Protected Area,Elected,300,Lal Muhammad Khan,Pakistan Peoples Party Parliamentarians,PPPP,9.765,Consumed,Peoples Works Programme,Missing,,
844,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,322,NA-322,Reserved - Women,95,Bushra Gohar,Awami National Party,ANP,6,Consumed,Peoples Works Programme,Missing,,
845,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,324,NA-324,Reserved - Women,291,Khurshid Saeed,Awami National Party,ANP,9.994,Consumed,Peoples Works Programme,Missing,,
846,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,326,NA-326,Reserved - Women,391,Mehrunisa Afridi,Pakistan Peoples Party Parliamentarians,PPPP,4.2,Consumed,Peoples Works Programme,Missing,,
847,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,327,NA-327,Reserved - Women,160,Farhat Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
848,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,328,NA-328,Reserved - Women,240,Imtiaz Sultan Bukhari,Pakistan Muslim League (N),PML-N,7.968,Consumed,Peoples Works Programme,Missing,,
849,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,329,NA-329,Reserved - Women,171,Farzana Mushtaq Ghani,Pakistan Muslim League,PML,6.47,Consumed,Peoples Works Programme,Missing,,
850,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,339,NA-339,Reserved - Minority,63,Araish Kumar,Pakistan Muslim League (N),PML-N,9,Consumed,Peoples Works Programme,Missing,,
851,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,18,Abdul Nabi Bangash,Awami National Party,ANP,1.67,Consumed,Peoples Works Programme,Missing,,
852,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,32,Adnan Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
853,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,33,Afia Zia,Jamaat-e-Islami Pakistan,JI,0.35,Consumed,Peoples Works Programme,Missing,,
854,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,81,Azam Khan Swati,Jamiat Ulama-e-Islam (F),JUI,7.478,Consumed,Peoples Works Programme,Missing,,
855,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,157,Farah Aqil Shah,Awami National Party,ANP,10,Consumed,Peoples Works Programme,Missing,,
856,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,159,Farhat Abbas,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
857,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,175,Fauzia Fakharuz Zaman Khan,Pakistan Muslim League,PML,10,Consumed,Peoples Works Programme,Missing,,
858,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,196,Gulzar Ahmad Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
859,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,203,Haji Ghulam Ali,Jamiat Ulama-e-Islam (F),JUI,10,Consumed,Peoples Works Programme,Missing,,
860,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,211,Haji Muhammad Adeel,Awami National Party,ANP,10,Consumed,Peoples Works Programme,Missing,,
861,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,237,Ilyas Ahmed Bilour,Awami National Party,ANP,10,Consumed,Peoples Works Programme,Missing,,
862,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,365,Maulana Gul Naseeb Khan,Jamiat Ulama-e-Islam (F),JUI,9.97,Consumed,Peoples Works Programme,Missing,,
863,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,476,Muhammad Talha Mahmood,Jamiat Ulama-e-Islam (F),JUI,1.2,Consumed,Peoples Works Programme,Missing,,
864,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,481,Muhammad Zahid Khan,Awami National Party,ANP,9.99,Consumed,Peoples Works Programme,Missing,,
865,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,555,Professor Khurshid Ahmad,Jamaat-e-Islami Pakistan,JI,3.806,Consumed,Peoples Works Programme,Missing,,
866,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,556,Professor Muhammad Ibrahim Khan,Jamaat-e-Islami Pakistan,JI,2.63,Consumed,Peoples Works Programme,Missing,,
867,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,641,Saleem Saifullah Khan,Pakistan Muslim League,PML,3.273,Consumed,Peoples Works Programme,Missing,,
868,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,648,Sardar Ali Khan,Pakistan Peoples Party Parliamentarians,PPPP,5.467,Consumed,Peoples Works Programme,Missing,,
869,NA,NA,9,2010-11,1,Khyber Pakhtunkhwa,NA,NA,Senators,800,Waqar Ahmad Khan,Pakistan Peoples Party Parliamentarians,PPPP,10,Consumed,Peoples Works Programme,Missing,,
870,NA,NA,9,2010-11,2,FATA,37,"NA-37 Tribal Area-II, Kurram Agency",Elected,639,Sajid Hussain Turi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
871,NA,NA,9,2010-11,2,FATA,38,"NA-38 Tribal Area-III, Kurram Agency",Elected,485,Munir Khan Orakzai,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
872,NA,NA,9,2010-11,2,FATA,39,"NA-39 Tribal Area-IV, Orakzai Agency",Elected,258,Jawad Hussain Orakzai,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
873,NA,NA,9,2010-11,2,FATA,40,"NA-40 Tribal Area-V, North Wazirastan Agency",Elected,414,Muhammad Kamran Khan,Independent,IND,7,Consumed,Peoples Works Programme,Missing,,
874,NA,NA,9,2010-11,2,FATA,43,"NA-43 Tribal Area-VIII, Bajour Agency",Elected,709,Shaukatullah Khan,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
875,NA,NA,9,2010-11,2,FATA,44,"NA-44 Tribal Area-IX, Bajour Agency",Elected,737,Syed Akhunzada Chattan,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
876,NA,NA,9,2010-11,2,FATA,45,"NA-45 Tribal Area-X, Khyber Agency",Elected,408,Mir Muhammad Noorul Haq Qadri,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
877,NA,NA,9,2010-11,2,FATA,47,"NA-47 Tribal Area-XII, Peshawar/Bannu/Kohat/D.I.Khan/Tank/Lakki",Elected,805,Zafar Beg Bhattani,Independent,IND,2,Consumed,Peoples Works Programme,Missing,,
878,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,4,Abbas Khan Afridi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
879,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,22,Abdul Raziq Afridi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
880,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,150,Engineer Malik Rashid Ahmad Khan,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
881,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,200,Hafiz Rasheed Ahmad,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
882,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,205,Haji Khan Afridi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
883,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,356,Maulana Abdul Rashid,Muttahidda Majlis-e-Amal Pakistan,MMA,10,Consumed,Peoples Works Programme,Missing,,
884,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,373,Maulana Muhammad Saleh Shah Qureshi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
885,NA,NA,9,2010-11,2,FATA,NA,NA,Senators,446,Muhammad Idrees Khan Safi,Independent,IND,10,Consumed,Peoples Works Programme,Missing,,
886,NA,NA,9,2010-11,3,ICT,48,NA-48 Islamabad-I,Elected,61,Anjum Aqeel Khan,Pakistan Muslim League (N),PML-N,3.521,Consumed,Peoples Works Programme,Missing,,
887,NA,NA,9,2010-11,3,ICT,NA,NA,Senators,627,Saeeda Iqbal,Pakistan Peoples Party Parliamentarians,PPPP,6.432,Consumed,Peoples Works Programme,Missing,,
